item,itemLabel,startDate,endDate
Q1692738,Valentinas Milaknis,1999-11-11,2000-11-09
Q952063,Eugenijus Maldeikis,2000-11-09,2001-02-14
Q204847,Eugenijus Gentvilas,2001-02-14,2001-07-12
Q1199943,Petras Čėsna,2001-07-12,2004-12-14
Q1361333,Viktoras Uspaskich,2004-12-14,2005-06-21
Q922691,Kęstutis Daukšys,2005-06-29,2006-07-18
Q2535630,Vytas Navickas,2006-07-18,2008-12-09
Q1157636,Dainius Kreivys,2008-12-09,2011-03-17
Q1720487,Rimantas Žylius,2011-03-17,2012-12-13
Q541252,Birutė Vėsaitė,2012-12-13,2013-06-03
Q12654203,Evaldas Gustas,2013-06-11,2016-12-13
Q1936326,Mindaugas Sinkevičius,2016-12-13,2017-10-13
Q27653570,Virginijus Sinkevičius,2017-11-28,2019-11-30
Q59723,Rimantas Sinkevičius,2020-06-30,2020-12-11
Q27808316,Aušrinė Armonaitė,2020-12-11,
