position,person,personID,start,end
President,Gitanas Nausėda,Q9268379,2019-07-12,
Prime Minister,Ingrida Šimonytė,Q437096,2020-11-25,
Minister of Agriculture,Kęstutis Navickas,Q27977538,2020-12-11,
Minister of Culture,Simonas Kairys,Q16472414,2020-12-11,
Minister of Economy and Innovation,Aušrinė Armonaitė,Q27808316,2020-12-11,
"Minister of Education, Science and Sport",Jurgita Šiugždinienė,Q101429324,2020-12-11,
Minister of Energy,Dainius Kreivys,Q1157636,2020-12-11,
Minister of Environment,Simonas Gentvilas,Q27577960,2020-12-11,
Minister of Finance,Gintarė Skaistė,Q27833521,2020-12-11,
Minister of Foreign Affairs,Gabrielius Landsbergis,Q17118365,2020-12-11,
Minister of Health,Arūnas Dulkys,Q61387734,2020-12-11,
Minister of the Interior,Agnė Bilotaitė,Q395152,2020-12-11,
Minister of Justice,Ewelina Dobrowolska,Q100435418,2020-12-11,
Minister of National Defence,Arvydas Anušauskas,Q3672207,2020-12-11,
Minister of Social Security and Labour,Monika Navickienė,Q27537109,2020-12-11,
Minister of Transport and Communications,Marius Skuodis,Q47237500,2020-12-11,
Speaker of the Seimas,Viktoras Pranckietis,Q27537241,2016-11-14,
Chief of Defence,Valdemaras Rupšys,Q25909922,2019,
Governor of the Central Bank,Gediminas Šimkus,Q109496885,2021-04-07,
Mayor of Vilnius,Remigijus Šimašius,Q1397662,2015-04-22,
